dates,PM25,PM10,NO,NO2,NOx,SO2,Ozone
26-10-2020 04:00,22.2,46.6,4.03,35.82,39.86,5.45,3.06
26-10-2020 04:15,21.7,52.1,3,33.63,36.63,None,2.89
26-10-2020 04:30,21.7,52.1,1.93,29.74,31.67,11.26,5.39
26-10-2020 04:45,21.7,52.1,1.82,26.67,28.49,12.32,8.9
26-10-2020 05:00,17.6,51.5,1.52,24.34,25.86,13.06,10.19
26-10-2020 05:15,11.7,50.6,1.36,24,25.36,12.42,8.76
26-10-2020 05:30,11.7,50.6,3.28,26.22,29.5,10.93,7
26-10-2020 05:45,11.7,50.6,4.31,33.22,37.53,10.25,5.36
26-10-2020 06:00,12.1,44.1,4.41,32.1,36.51,9.08,2.98
26-10-2020 06:15,12.7,35.5,4.81,34.35,39.17,8.88,3.16
26-10-2020 06:30,12.7,35.5,4.26,33.7,37.96,10.03,2.93
26-10-2020 06:45,12.7,35.5,3.97,33.65,37.62,11.16,6.39
26-10-2020 07:00,19,43.2,8.69,34.49,43.18,12.08,4.3
26-10-2020 07:15,29.6,52.4,13.44,36.05,49.49,12.42,9.17
26-10-2020 07:30,34,52.4,53.55,47.99,101.54,12.03,4.78
26-10-2020 07:45,34,52.4,35.46,47.17,82.63,10.57,4.09
26-10-2020 08:00,30.5,71,12.86,38.48,51.33,9.7,11.55
26-10-2020 08:15,25.5,98.8,2.55,24.28,26.84,None,23.57
26-10-2020 08:30,25.5,98.8,12.55,37.77,50.32,9.41,10.71
26-10-2020 08:45,25.5,98.8,5.5,26.84,32.34,10.59,21.84
26-10-2020 09:00,29.3,96.2,2.61,19.02,21.63,11.39,40.35
26-10-2020 09:15,34.2,92.8,3.14,18.89,22.03,11.02,41.3
26-10-2020 09:30,34.2,92.8,3,17.56,20.57,11.28,73.9
26-10-2020 09:45,34.2,92.8,1.95,15.29,17.24,10.41,43.66
26-10-2020 10:00,32.1,86.9,1.97,15.22,17.19,8.56,46.12
26-10-2020 10:15,29.6,79.7,2.4,13.85,16.26,6.6,48.06
26-10-2020 10:30,29.6,79.7,2.61,13.2,15.8,6.11,49.67
26-10-2020 10:45,29.6,79.7,1.88,13.54,15.42,7.92,54.98
26-10-2020 11:00,24.3,75,1.55,12.02,13.56,9.51,57.5
26-10-2020 11:15,16.2,67.9,1.34,11.86,13.21,10.09,55.2
26-10-2020 11:30,16.2,67.9,1.5,10.58,12.08,10.85,60.84
26-10-2020 11:45,16.2,67.9,1.04,9.83,10.87,11.11,62.94
26-10-2020 12:00,16.8,64.6,0.98,10.34,11.28,8.77,65.99
26-10-2020 12:15,17.6,60.3,0.59,8.99,9.58,None,69.47
26-10-2020 12:30,17.6,60.3,1.14,8.72,9.86,8.78,64.82
26-10-2020 12:45,17.6,60.3,1.28,9.55,10.82,10.26,68.19
26-10-2020 13:00,20.1,53.8,1.44,11.99,13.43,12.01,74.06
26-10-2020 13:15,23.7,46,0.79,10.91,11.71,12.55,72.87
26-10-2020 13:30,23.7,46,1.07,8.33,9.4,13.67,73.04
26-10-2020 13:45,23.7,46,1.35,9.88,11.22,13.85,73.83
26-10-2020 14:00,24.3,46.4,0.81,9.17,9.98,13.61,74.46
26-10-2020 14:15,25.2,47.1,1.05,10.21,11.26,10.76,75.53
26-10-2020 14:30,25.2,47.1,0.64,8.51,9.15,9.03,77.11
26-10-2020 14:45,25.2,47.1,0.89,8.94,9.75,9.32,81.6
26-10-2020 15:00,24.9,46.8,0.55,8.6,9.15,10.98,82.38
26-10-2020 15:15,24.5,46.6,2.35,14.05,16.4,12.13,69.43
26-10-2020 15:30,24.5,46.6,0.49,9.15,9.64,13.42,83.18
26-10-2020 15:45,24.5,46.6,0.93,11.54,12.47,13.87,75.08
26-10-2020 16:00,24.9,49.4,0.49,13.02,13.51,14.34,77.61
26-10-2020 16:15,25.6,53.5,1.19,14.31,15.51,None,82.99
26-10-2020 16:30,25.6,53.5,0.94,11.33,12.27,13.09,72.04
26-10-2020 16:45,25.6,53.5,0.95,14.95,15.91,18.29,69.94
26-10-2020 17:00,20.6,48,0.88,14.75,15.63,23.69,71.64
26-10-2020 17:15,13.2,39.9,0.82,14.92,15.71,22.21,58.79
26-10-2020 17:30,13.2,39.9,0.42,18.66,18.94,19.53,84.38
26-10-2020 17:45,13.2,39.9,0.68,20.84,21.53,18.1,66.96
26-10-2020 18:00,22.9,54.7,0.86,36.07,36.87,16.02,70.88
26-10-2020 18:15,34.5,73.1,2.03,45.22,47.25,17.13,98.89
26-10-2020 18:30,34.5,73.1,83.45,85.34,168.79,21.85,51.02
26-10-2020 18:45,34.5,73.1,171.09,89.83,260.92,25.29,7.63
26-10-2020 19:00,49.7,148.6,89.19,78.06,167.25,21.74,1.62
26-10-2020 19:15,72.5,256.9,91.66,79.29,170.94,18.26,9.32
26-10-2020 19:30,72.5,256.9,87.07,69.94,157,17.27,127.87
26-10-2020 19:45,72.5,256.9,70.4,69.84,140.25,16.55,94.5
26-10-2020 20:00,88.7,264,56.6,76.66,133.26,15.8,40.75
26-10-2020 20:15,109.1,274.7,18.71,73.95,92.66,None,41.42
26-10-2020 20:30,109.1,274.7,7.06,57.11,64.18,7.29,49.33
26-10-2020 20:45,109.1,274.7,3.34,30.86,34.2,4.91,24.4
26-10-2020 21:00,105.6,247.4,1.58,14.86,16.44,2.88,61.07
26-10-2020 21:15,101.6,213.3,2.82,32.47,35.28,2.39,23.85
26-10-2020 21:30,None,None,11.41,54.67,66.08,3.44,3.83
26-10-2020 21:45,101.6,213.3,13.33,57.38,70.7,4.56,1.86
26-10-2020 22:00,98,194.3,14.16,57.95,72.11,5.56,None
26-10-2020 22:15,92.8,167,8.57,56.32,64.89,5.07,None
26-10-2020 22:30,92.8,167,8.47,57.13,65.6,3.78,0.33
26-10-2020 22:45,92.8,167,15.88,56.06,71.94,2.58,None
26-10-2020 23:00,82.7,167.6,12.25,56.14,68.4,1.15,None
26-10-2020 23:15,70.1,168.3,7.06,53.5,60.55,0.41,None
26-10-2020 23:30,70.1,168.3,3.93,48.47,52.41,1.8,6.46
26-10-2020 23:45,70.1,168.3,2.09,42.87,44.96,3.35,12.59
27-10-2020 00:00,None,None,None,None,None,None,None
27-10-2020 00:15,76.7,163.2,1.64,27.04,28.68,None,21.88
27-10-2020 00:30,76.7,163.2,1.28,25.79,27.07,9.64,23.19
27-10-2020 00:45,76.7,163.2,0.9,22.55,23.45,8.21,32.66
27-10-2020 01:00,75.1,144.9,0.91,19.61,20.52,6.45,32.83
27-10-2020 01:15,72.9,118.6,0.93,17.49,18.42,4.86,36.92
27-10-2020 01:30,72.9,118.6,8.25,33.13,41.27,5.45,60.32
27-10-2020 01:45,72.9,118.6,0.29,19.31,19.22,6.44,119.53
27-10-2020 02:00,81.9,127.1,1.09,18.71,19.8,7.75,57.4
27-10-2020 02:15,93.2,139.9,0.8,25.71,26.48,7.74,20.7
27-10-2020 02:30,93.2,139.9,0.77,21.06,21.82,8.41,111.27
27-10-2020 02:45,93.2,139.9,0.31,14.84,15.13,7.47,127.27
27-10-2020 03:00,100.9,141.4,0.65,12.78,13.43,6.09,72.51
27-10-2020 03:15,112,143.3,1.6,12.08,13.68,4.86,63.46
27-10-2020 03:30,112,143.3,1.48,11.98,13.45,5.08,57.66
27-10-2020 03:45,112,143.3,1.33,11.57,12.89,6.38,32.67
27-10-2020 04:00,119.4,138.4,1.17,11.72,12.89,7.74,32.01
27-10-2020 04:15,130.5,131,0.73,11.85,12.57,None,38.19
27-10-2020 04:30,130.5,131,1.2,12.83,14.03,9.09,6.64
27-10-2020 04:45,130.5,131,1.48,14.93,16.41,9.41,49.92
27-10-2020 05:00,125.2,134.8,0.99,13.65,14.64,7.54,53.04
27-10-2020 05:15,118.8,139.6,0.7,14.07,14.75,5.7,32.12
27-10-2020 05:30,118.8,139.6,0.79,14.79,15.47,5.51,11.59
27-10-2020 05:45,118.8,139.6,1.16,12.74,13.91,5.78,29.64
27-10-2020 06:00,122.4,134.9,0.89,12.84,13.74,7.75,43.39
27-10-2020 06:15,127.7,129.4,1.41,16.29,17.7,8.05,29.81
27-10-2020 06:30,127.7,129.4,1.56,23.45,25.01,9.49,14.42
27-10-2020 06:45,127.7,129.4,1.8,30.33,32.13,9.85,18.48
27-10-2020 07:00,124.2,136,0.97,26.91,27.89,9.16,33.83
27-10-2020 07:15,108.1,146,1.08,26.49,27.54,7.04,46.81
27-10-2020 07:30,93.3,146,1.68,35.73,37.41,6.46,20
27-10-2020 07:45,93.3,146,2.05,38.35,40.4,5.9,11.46
27-10-2020 08:00,101.9,169.7,3.1,34.8,37.9,6.57,21.31
27-10-2020 08:15,112.2,200.8,2.13,25.95,28.08,None,49.98
27-10-2020 08:30,112.2,200.8,0.67,18.58,19.24,8.8,63.44
27-10-2020 08:45,112.2,200.8,1.28,18.29,19.57,9.53,62.02
27-10-2020 09:00,116,205.3,1.19,16.82,17.95,9.43,52.04
27-10-2020 09:15,121.6,210.6,1,17.03,18.02,7.18,55.84
27-10-2020 09:30,121.6,210.6,1.52,18.27,19.79,7.24,59.06
27-10-2020 09:45,121.6,210.6,2.15,29.03,31.18,6.69,48.52
27-10-2020 10:00,123.8,216.9,2.08,35.26,37.34,7.15,51.33
27-10-2020 10:15,126.5,226.3,0.71,28.49,29.14,6.92,54.1
27-10-2020 10:30,126.5,226.3,0.95,22.62,23.52,7.54,79.63
27-10-2020 10:45,126.5,226.3,0.35,17.28,17.44,7.6,85.98
27-10-2020 11:00,129.7,223.9,0.63,18.29,18.92,8,91.19
27-10-2020 11:15,134.3,221,0.61,15.82,16.43,7.56,96.16
27-10-2020 11:30,134.3,221,0.04,14.68,14.37,6.92,97.52
27-10-2020 11:45,134.3,221,0.55,13.47,14.02,6.79,107.23
27-10-2020 12:00,141,220.5,0.28,12.78,13.05,6.92,100.14
27-10-2020 12:15,151,219.8,0.64,11.7,12.34,None,101.77
27-10-2020 12:30,151,219.8,0.57,13.43,13.87,11.69,103.99
27-10-2020 12:45,151,219.8,1.03,12.2,13.23,12.42,101.9
27-10-2020 13:00,145.7,207.4,1.08,15.7,16.75,12.91,97.49
27-10-2020 13:15,139.3,188.8,0.46,10.96,11.42,12.46,102
27-10-2020 13:30,139.3,188.8,1.06,14.8,15.86,12.1,103.67
27-10-2020 13:45,139.3,188.8,1.44,13.2,14.65,11.51,108.44
27-10-2020 14:00,132.7,177.7,0.95,12.46,13.41,11.16,105.79
27-10-2020 14:15,123.4,164,0.51,12.75,13.12,11.21,104.17
27-10-2020 14:30,123.4,164,1.04,12.61,13.65,11.76,104.87
27-10-2020 14:45,123.4,164,0.87,13.79,14.66,12.24,102
27-10-2020 15:00,111.7,160.5,0.67,14.72,15.39,12.1,100.96
27-10-2020 15:15,95,155.5,0.84,16.1,16.94,11.42,94.98
27-10-2020 15:30,95,155.5,0.79,16.34,17.14,11.38,94.54
27-10-2020 15:45,95,155.5,0.9,18.77,19.57,10.83,90.81
27-10-2020 16:00,91.2,148.5,0.32,17.52,17.58,10.05,85.83
27-10-2020 16:15,86.6,138.1,0.52,18.05,18.57,None,86.23
27-10-2020 16:30,86.6,138.1,1.06,17.55,18.61,12.12,87.39
27-10-2020 16:45,86.6,138.1,0.98,21.63,22.59,12.84,81.78
27-10-2020 17:00,87,132,0.87,23.71,24.57,12.64,80.86
27-10-2020 17:15,87.6,124.3,0.68,31.09,31.66,12.56,60.75
27-10-2020 17:30,87.6,124.3,1.42,45.01,46.39,12.78,52.32
27-10-2020 17:45,87.6,124.3,1.22,57.43,58.65,12.25,33.85
27-10-2020 18:00,81.6,130.2,1.37,60.59,61.93,11.34,36.26
27-10-2020 18:15,73.9,138.7,31.25,75.22,106.46,10.22,21.83
27-10-2020 18:30,73.9,138.7,112.58,100.67,213.25,11.72,8.72
27-10-2020 18:45,73.9,138.7,94.69,97.85,192.54,12.77,12.9
27-10-2020 19:00,78.8,176.3,100.4,89.62,190.02,13.7,8.81
27-10-2020 19:15,84.3,232.5,133.98,90.53,224.51,14.39,13.72
27-10-2020 19:30,84.3,232.5,111.98,85.17,197.15,14.42,18.51
27-10-2020 19:45,84.3,232.5,72.28,78.68,150.96,14.55,13.89
27-10-2020 20:00,89.9,244.3,50.93,72.18,123.11,14.69,14.39
27-10-2020 20:15,97.9,258.3,33.34,71.14,104.48,None,10.64
27-10-2020 20:30,97.9,258.3,30.49,72.72,103.21,11.43,11.31
27-10-2020 20:45,97.9,258.3,34.57,69.48,104.05,12.5,11.61
27-10-2020 21:00,92.5,242.3,21.6,68.63,90.23,12.31,7.56
27-10-2020 21:15,85.8,218.4,23.49,65.06,88.55,11.14,7.78
27-10-2020 21:30,85.8,218.4,10.27,59.56,69.83,10.55,8.61
27-10-2020 21:45,101.2,218.4,10.74,60.07,70.81,10.63,10.24
27-10-2020 22:00,96,196.9,14.37,57.54,71.91,9.97,7.07
27-10-2020 22:15,75.7,167.4,24.35,53.39,77.74,8.62,7.13
27-10-2020 22:30,75.7,167.4,15.14,53.98,69.12,8.18,9.01
27-10-2020 22:45,75.7,167.4,9.15,49.31,58.46,8.72,7.79
27-10-2020 23:00,80.5,154.5,11.71,47.04,58.75,9.21,8.74
27-10-2020 23:15,87.9,139.2,4.75,42.95,47.7,9.13,6.99
27-10-2020 23:30,87.9,139.2,7.28,40.54,47.82,9.2,6.99
27-10-2020 23:45,87.9,139.2,2.62,34.45,37.06,10.1,12.58
28-10-2020 00:00,None,None,None,None,None,None,None
28-10-2020 00:15,57.4,115.1,1.57,23.22,24.79,None,21.69
28-10-2020 00:30,54.6,115.1,1.45,19.41,20.86,9.25,27.44
28-10-2020 00:45,54.6,115.1,1.76,17.1,18.86,8.35,32.79
28-10-2020 01:00,51.8,102.9,0.8,14.99,15.79,9.04,35.42
28-10-2020 01:15,47.7,86.8,1.09,13.55,14.64,8.84,35.81
28-10-2020 01:30,47.7,86.8,0.82,12.18,13,9.56,36.88
28-10-2020 01:45,47.7,86.8,1.25,11.6,12.85,10.19,34.38
28-10-2020 02:00,41.7,78.5,1.47,14.01,15.48,10.36,26.65
28-10-2020 02:15,34.5,68.5,1.27,16.15,17.42,9.66,26.35
28-10-2020 02:30,34.5,68.5,1.47,16.38,17.85,8.47,28.31
28-10-2020 02:45,34.5,68.5,0.74,14.84,15.54,8.36,33.56
28-10-2020 03:00,37,67.1,0.64,13.05,13.69,8.5,40.64
28-10-2020 03:15,39.9,65.1,1.87,14.13,16,8.38,34.69
28-10-2020 03:30,39.9,65.1,1.21,14.05,15.26,9.04,34.62
28-10-2020 03:45,39.9,65.1,1.57,13.21,14.78,9.35,26.61
28-10-2020 04:00,40.2,63.5,2.2,13.21,15.41,9.75,24.96
28-10-2020 04:15,40.6,61.4,1.3,13.38,14.68,None,24.68
28-10-2020 04:30,40.6,61.4,1.26,13.91,15.17,9.17,24.22
28-10-2020 04:45,40.6,61.4,1.22,14.32,15.54,8.42,25.85
28-10-2020 05:00,35,54.2,1.8,14.32,16.12,8.22,24.91
28-10-2020 05:15,28,45.5,1.82,14.4,16.22,8.03,23.46
28-10-2020 05:30,28,45.5,1.93,15.27,17.19,8.95,25.48
28-10-2020 05:45,28,45.5,1.96,18.08,20.03,9.37,23.93
28-10-2020 06:00,33.8,46.6,1.65,17.16,18.81,9.61,24.5
28-10-2020 06:15,42.1,48.2,2.1,18.08,20.18,9.15,25.71
28-10-2020 06:30,42.1,48.2,2.15,24.4,26.54,9.04,22.46
28-10-2020 06:45,42.1,48.2,5.41,34.36,39.77,8.61,17.61
28-10-2020 07:00,41.2,67,3.03,31.98,35.01,8.18,16.65
28-10-2020 07:15,39.8,90.4,12.28,39.06,51.34,7.47,17.05
28-10-2020 07:30,39.8,90.4,41.13,48.29,89.42,8.45,13.84
28-10-2020 07:45,39.8,90.4,54.53,50.22,104.75,9.67,7.52
28-10-2020 08:00,52.4,128.8,45.02,49.35,94.37,10.15,8.63
28-10-2020 08:15,68.2,183.7,37.32,53.18,90.5,None,6.62
28-10-2020 08:30,68.2,183.7,19.46,55.95,75.41,9.66,9.78
28-10-2020 08:45,68.2,183.7,8.8,50.4,59.19,9.19,13.54
28-10-2020 09:00,74.1,207.5,5.68,41.11,46.8,8.82,29.44
28-10-2020 09:15,82.5,243.2,3.91,33.14,37.05,7.78,33.96
28-10-2020 09:30,82.5,243.2,3.71,31.32,35.03,8.2,39.82
28-10-2020 09:45,82.5,243.2,2.64,28.28,30.92,9.16,52.25
28-10-2020 10:00,76.4,218.6,2.88,29.88,32.76,9.64,46.74
28-10-2020 10:15,67.2,187.8,2.82,35.66,38.49,8.69,51.67
28-10-2020 10:30,67.2,187.8,2.22,31.85,34.07,8.98,74.93
28-10-2020 10:45,67.2,187.8,2.14,27.89,30.03,8.15,65.47
28-10-2020 11:00,66.1,176.7,2.62,17.84,20.44,7.92,83.79
28-10-2020 11:15,64.9,160.1,0.92,11.44,12.34,6.78,82.75
28-10-2020 11:30,64.9,160.1,1.86,13.43,15.29,7.3,87.39
28-10-2020 11:45,64.9,160.1,0.74,9.91,10.65,8.42,81.35
28-10-2020 12:00,60.9,144.9,0.79,10.86,11.66,9.02,73.03
28-10-2020 12:15,54.8,122.1,0.02,9.91,9.6,None,87.48
28-10-2020 12:30,54.8,122.1,0.92,11.79,12.69,10.9,91.69
28-10-2020 12:45,54.8,122.1,2.1,16.24,18.19,11.04,87.06
28-10-2020 13:00,52.2,110,0.76,9.22,9.78,9.38,85.84
28-10-2020 13:15,49,95.4,1.02,9.68,10.71,9.15,86.53
28-10-2020 13:30,49,95.4,1.35,13.56,14.91,10.6,95.03
28-10-2020 13:45,49,95.4,0.61,9.78,10.38,14.54,93.82
28-10-2020 14:00,48.2,85.3,0.23,8.75,8.72,15.72,90.51
28-10-2020 14:15,47.3,71,0.75,13.1,13.86,14.07,93.88
28-10-2020 14:30,47.3,71,0.82,12.24,13.06,13.53,96.42
28-10-2020 14:45,47.3,71,0.75,11.11,11.86,12.66,99.54
28-10-2020 15:00,48.4,75.4,0.87,12.13,12.99,14.14,95.83
28-10-2020 15:15,49.9,82.1,0.56,11.01,11.56,18.61,91.83
28-10-2020 15:30,49.9,82.1,0.88,14.63,15.49,24.61,84.43
28-10-2020 15:45,49.9,82.1,1.8,21.46,23.26,32.45,85.24
28-10-2020 16:00,39.1,72.3,0.82,11.44,12.26,36.31,87.8
28-10-2020 16:15,25.5,60.7,0.97,14.15,15.11,None,69.45
28-10-2020 16:30,25.5,60.7,1.42,27.37,28.79,7.93,54.61
28-10-2020 16:45,25.5,60.7,1.87,38.77,40.63,5.26,52.4
28-10-2020 17:00,33.2,69.8,2.2,39.6,41.74,4.5,48.51
28-10-2020 17:15,44.1,83.5,2.99,57.37,60.37,7.05,26.18
28-10-2020 17:30,44.1,83.5,13.8,73.13,86.92,13,17.3
28-10-2020 17:45,44.1,83.5,40.42,88.03,128.45,20.04,11.59
28-10-2020 18:00,40.2,85.8,70.16,88.07,158.23,25.97,8.45
28-10-2020 18:15,34.5,88.9,30.76,83.43,114.19,22.78,8.77
28-10-2020 18:30,34.5,88.9,44.74,81.44,126.18,16.86,10.68
28-10-2020 18:45,34.5,88.9,106.69,84.64,191.32,12.08,10.72
28-10-2020 19:00,51.3,139.6,88.34,78.26,166.6,7.22,12.5
28-10-2020 19:15,72.3,200.2,55.16,76.01,131.17,2.1,12.85
28-10-2020 19:30,72.3,200.2,38.94,77.96,116.9,0.06,14.48
28-10-2020 19:45,72.3,200.2,46.01,71.14,117.16,1.39,20.34
28-10-2020 20:00,84.3,203.8,39.05,72.3,111.35,0.66,12.91
28-10-2020 20:15,100.8,209.2,41.22,71.5,112.73,None,13.54
28-10-2020 20:30,100.8,209.2,45.33,69.38,114.71,21.69,11.49
28-10-2020 20:45,100.8,209.2,27.4,73.71,101.11,21.77,7.89
28-10-2020 21:00,100.2,209.5,52.17,65.06,117.23,21.93,10.43
28-10-2020 21:15,99.2,209.8,60.88,62.62,123.5,20.99,13.28
28-10-2020 21:30,99.2,209.8,64.16,60.55,124.71,20.94,9.88
28-10-2020 21:45,99.2,209.8,29.99,62.51,92.5,21.28,8.75
28-10-2020 22:00,97.5,205.6,10.55,61.65,72.2,21.05,5.76
28-10-2020 22:15,95.5,200.6,13.99,61.53,75.52,20.98,7.89
28-10-2020 22:30,95.5,200.6,7.16,55.14,62.3,20.74,7.43
28-10-2020 22:45,95.5,200.6,7.9,53.1,61,21.04,6.56
28-10-2020 23:00,86.7,187.8,23.86,52.65,76.51,21.42,8.21
28-10-2020 23:15,74.1,168.5,9.38,51.61,60.99,20.92,7.19
28-10-2020 23:30,74.1,168.5,12.28,49.58,61.86,19.98,8.39
28-10-2020 23:45,74.1,168.5,14.15,46.6,60.75,19.5,8.44
29-10-2020 00:00,None,None,None,None,None,None,None
29-10-2020 00:15,75.9,133.3,3.67,38.54,42.2,None,11.44
29-10-2020 00:30,75.9,133.3,4.25,39.45,43.7,21.18,9.38
29-10-2020 00:45,75.9,133.3,2.23,32.39,34.62,22.39,14.29
29-10-2020 01:00,64.5,123.7,2.57,26.22,28.79,22.18,16.09
29-10-2020 01:15,51.4,112.7,2.57,27.68,30.26,22.15,13.21
29-10-2020 01:30,51.4,112.7,2.36,25.9,28.26,22.48,16.21
29-10-2020 01:45,51.4,112.7,2.53,24.55,27.09,21.62,14.04
29-10-2020 02:00,51.4,104.4,1.89,22.49,24.38,20.79,18.66
29-10-2020 02:15,51.5,92,2.2,17.81,20.02,19.86,18.79
29-10-2020 02:30,51.5,92,1.35,16.86,18.18,20.31,25.73
29-10-2020 02:45,51.5,92,1.42,14.9,16.32,21.08,25
29-10-2020 03:00,52.9,83.9,1.58,14.51,16.09,21.74,28.65
29-10-2020 03:15,54.7,73.9,1.59,13.88,15.46,21.99,28.25
29-10-2020 03:30,54.7,73.9,1.53,12.12,13.65,22.34,34.68
29-10-2020 03:45,54.7,73.9,1.37,10.24,11.61,22.12,41.87
29-10-2020 04:00,44.8,71.5,0.89,11.1,11.98,21.2,41.3
29-10-2020 04:15,30.6,68.1,0.9,11.49,12.39,None,35.87
29-10-2020 04:30,30.6,68.1,0.89,13.69,14.58,20.28,35.14
29-10-2020 04:45,30.6,68.1,0.82,13.65,14.47,21.04,28.14
29-10-2020 05:00,34,66.9,1.47,15.88,17.35,21.39,24.2
29-10-2020 05:15,39,65.1,1.73,16.38,18.11,21.67,23.84
29-10-2020 05:30,39,65.1,1.44,16.36,17.8,22.33,25.28
29-10-2020 05:45,39,65.1,1.29,15.92,17.21,22.65,28.27
29-10-2020 06:00,35.9,60.2,1.82,14.94,16.76,21.26,33.55
29-10-2020 06:15,32.2,54.1,1.74,14.31,16.05,20.06,33.1
29-10-2020 06:30,32.2,54.1,1.37,15.17,16.55,19.72,35.26
29-10-2020 06:45,32.2,54.1,1.53,18.39,19.91,20.17,34.99
29-10-2020 07:00,35.3,59.8,1.25,24.17,25.25,20.86,35.18
29-10-2020 07:15,39.7,68.3,1.99,26.22,28.19,20.86,36.72
29-10-2020 07:30,39.7,68.3,3.09,30.98,34.07,21.3,31.4
29-10-2020 07:45,39.7,68.3,3.95,38.08,42.03,21.76,28.86
29-10-2020 08:00,39.9,89.6,3.46,30.16,33.62,21.64,32.36
29-10-2020 08:15,40.2,121.7,2.83,33.05,35.87,None,32.99
29-10-2020 08:30,40.2,121.7,2.31,30.33,32.64,19.55,28.27
29-10-2020 08:45,40.2,121.7,3.24,37.16,40.4,19.94,35.07
29-10-2020 09:00,61.6,144.6,3.65,31.11,34.76,20.22,47.11
29-10-2020 09:15,86.2,173.3,2.75,33.96,36.71,20.05,40.44
29-10-2020 09:30,86.2,173.3,2.26,32.84,35.1,20.71,51.63
29-10-2020 09:45,86.2,173.3,2.49,44.32,46.81,20.76,49.39
29-10-2020 10:00,85,179.1,1.9,35.13,37.03,20.94,52.77
29-10-2020 10:15,83.5,187.9,2.02,31.31,33.33,19.09,53.17
29-10-2020 10:30,83.5,187.9,0.55,26.51,27.01,18.35,62.73
29-10-2020 10:45,83.5,187.9,1.03,23.04,24.07,17.72,64.54
29-10-2020 11:00,85,173.3,1.25,19.86,21.11,17.81,75.26
29-10-2020 11:15,86.9,151.4,1.3,19.42,20.72,18.62,94.6
29-10-2020 11:30,86.9,151.4,1.32,18.23,19.55,19.34,87.88
29-10-2020 11:45,86.9,151.4,0.36,15.05,15.39,20.04,81.65
29-10-2020 12:00,79.6,143.1,0.91,14.21,15.12,20.27,81.91
29-10-2020 12:15,69.1,133.1,1.93,17.66,19.59,None,74.63
29-10-2020 12:30,69.1,133.1,0.65,13.4,14.04,20.47,73.27
29-10-2020 12:45,69.1,133.1,0.84,8.65,9.5,19.63,93.13
29-10-2020 13:00,66.3,128.6,1.53,13.23,14.76,18.98,87.83
29-10-2020 13:15,62.2,121.9,0.81,9.9,10.63,19.16,94.05
29-10-2020 13:30,62.2,121.9,1.37,9.4,10.77,20.18,93.02
29-10-2020 13:45,62.2,121.9,0.79,9.01,8.92,20.37,94.47
29-10-2020 14:00,57.2,109.6,0.52,9.28,9.44,20.45,94.99
29-10-2020 14:15,50.9,94.2,1.07,7.86,8.93,20.17,85.83
29-10-2020 14:30,50.9,94.2,0.91,9.32,10.2,19.7,97.89
29-10-2020 14:45,50.9,94.2,2.08,13.36,15.44,19.35,82.57
29-10-2020 15:00,45.8,86,0.8,9.81,10.61,18.38,87.71
29-10-2020 15:15,38.4,76.2,0.88,12.74,13.62,18.05,95.77
29-10-2020 15:30,38.4,76.2,0.93,11.05,11.98,18.94,83.69
29-10-2020 15:45,38.4,76.2,0.53,11.61,11.78,19.49,81.81
29-10-2020 16:00,35.4,80.3,3.97,31.32,35.29,20.02,63.84
29-10-2020 16:15,30.9,86.4,1.18,16.5,17.66,None,67.36
29-10-2020 16:30,30.9,86.4,1.24,22.33,23.57,21.62,67.61
29-10-2020 16:45,30.9,86.4,1.62,25.23,26.85,20.39,60.68
29-10-2020 17:00,36.7,86.9,1.55,26.65,28.19,20.05,53.65
29-10-2020 17:15,43.7,87.6,0.89,25.57,26.44,18.82,46.85
29-10-2020 17:30,43.7,87.6,4.89,60.46,65.34,19.59,22.72
29-10-2020 17:45,43.7,87.6,9.84,73.45,83.28,21.09,14.89
29-10-2020 18:00,46.6,92.6,5.24,60.35,65.59,22.27,19.05
29-10-2020 18:15,51.1,98.5,7.65,70.31,77.96,21.76,13.75
29-10-2020 18:30,51.1,98.5,13.23,75,88.23,22.31,10.61
29-10-2020 18:45,51.1,None,24,79.28,103.28,22.3,11.35
29-10-2020 19:00,59.7,120.6,33.92,79.22,113.14,21.53,10.07
29-10-2020 19:15,70.9,153.8,19,73.75,92.75,21.19,11.89
29-10-2020 19:30,70.9,153.8,21.22,75.34,96.56,21.65,12.16
29-10-2020 19:45,70.9,153.8,26.98,76.8,103.78,22.99,13.51
29-10-2020 20:00,72.7,165,35.87,79.21,115.09,24,9.11
29-10-2020 20:15,74.7,178.9,25.77,74.95,100.72,None,8.44
29-10-2020 20:30,74.7,178.9,17.47,73.45,90.92,21.36,8.16
29-10-2020 20:45,74.7,178.9,20.07,74.72,94.79,21.58,7.72
29-10-2020 21:00,71,170.8,23.44,70.58,94.02,21.89,8.08
29-10-2020 21:15,65.6,160.6,23.19,68.07,91.27,22.09,10.39
29-10-2020 21:30,65.6,160.6,32.43,64.93,97.35,23.01,10.54
29-10-2020 21:45,65.6,160.6,18.56,66.31,84.87,23.87,10.17
29-10-2020 22:00,68.4,154.5,9.98,63.92,73.89,23.6,7.81
29-10-2020 22:15,72,145.2,17.06,61.94,79,22.04,9.13
29-10-2020 22:30,72,145.2,9.75,57.57,67.32,21.66,7.93
29-10-2020 22:45,72,145.2,2.67,50.38,53.05,21.95,12.13
29-10-2020 23:00,69.2,141.7,3.13,42.41,45.54,21.31,17.22
